 
****************************************
Report : cell
Design : loss
Version: I-2013.12-SP4
Date   : Tue Dec 11 15:54:52 2018
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
L1_0/abs_reg[0][0]        **FFGEN**                       0.000000  n, u
U50946                    nand_x1_sg      sg_338K         7.950000  
U50947                    nand_x1_sg      sg_338K         7.950000  
U50948                    nand_x1_sg      sg_338K         7.950000  
U50949                    nand_x1_sg      sg_338K         7.950000  
U50950                    nand_x1_sg      sg_338K         7.950000  
U50951                    nand_x1_sg      sg_338K         7.950000  
U50952                    nand_x1_sg      sg_338K         7.950000  
U50953                    nand_x1_sg      sg_338K         7.950000  
U50954                    nand_x1_sg      sg_338K         7.950000  
U50955                    nand_x1_sg      sg_338K         7.950000  
U50956                    nand_x1_sg      sg_338K         7.950000  
U50957                    nand_x1_sg      sg_338K         7.950000  
U50958                    nor_x1_sg       sg_338K         7.950000  
U50959                    nand_x1_sg      sg_338K         7.950000  
U50960                    inv_x1_sg       sg_338K         6.360000  
U50961                    nand_x1_sg      sg_338K         7.950000  
U50962                    inv_x1_sg       sg_338K         6.360000  
U50963                    inv_x1_sg       sg_338K         6.360000  
U50964                    inv_x1_sg       sg_338K         6.360000  
U50965                    nand_x1_sg      sg_338K         7.950000  
U50966                    nand_x1_sg      sg_338K         7.950000  
U50967                    inv_x1_sg       sg_338K         6.360000  
U50968                    nand_x1_sg      sg_338K         7.950000  
U50969                    nand_x1_sg      sg_338K         7.950000  
U50970                    nand_x1_sg      sg_338K         7.950000  
U50971                    inv_x1_sg       sg_338K         6.360000  
U50972                    nand_x1_sg      sg_338K         7.950000  
U50973                    nand_x1_sg      sg_338K         7.950000  
U50974                    inv_x1_sg       sg_338K         6.360000  
U50975                    nand_x1_sg      sg_338K         7.950000  
U50976                    nand_x1_sg      sg_338K         7.950000  
U50977                    nand_x1_sg      sg_338K         7.950000  
U50978                    inv_x2_sg       sg_338K         6.360000  
U50979                    nor_x1_sg       sg_338K         7.950000  
U50980                    inv_x2_sg       sg_338K         6.360000  
U50981                    nor_x1_sg       sg_338K         7.950000  
U50982                    nand_x4_sg      sg_338K         13.356000 
U50983                    inv_x1_sg       sg_338K         6.360000  
U50984                    nand_x1_sg      sg_338K         7.950000  
U50985                    nand_x1_sg      sg_338K         7.950000  
U50986                    nand_x1_sg      sg_338K         7.950000  
U50987                    inv_x1_sg       sg_338K         6.360000  
U50988                    nand_x1_sg      sg_338K         7.950000  
U50989                    nand_x1_sg      sg_338K         7.950000  
U50990                    nand_x1_sg      sg_338K         7.950000  
U50991                    nor_x2_sg       sg_338K         13.356000 
U50992                    nand_x1_sg      sg_338K         7.950000  
U50993                    nand_x1_sg      sg_338K         7.950000  
U50994                    nand_x1_sg      sg_338K         7.950000  
U50995                    inv_x1_sg       sg_338K         6.360000  
U50996                    nand_x1_sg      sg_338K         7.950000  
U50997                    nand_x1_sg      sg_338K         7.950000  
U50998                    nand_x1_sg      sg_338K         7.950000  
U50999                    inv_x1_sg       sg_338K         6.360000  
U51000                    nand_x1_sg      sg_338K         7.950000  
U51001                    nand_x1_sg      sg_338K         7.950000  
U51002                    nand_x1_sg      sg_338K         7.950000  
U51003                    inv_x1_sg       sg_338K         6.360000  
U51004                    nand_x1_sg      sg_338K         7.950000  
U51005                    nand_x1_sg      sg_338K         7.950000  
U51006                    nand_x1_sg      sg_338K         7.950000  
U51007                    nand_x1_sg      sg_338K         7.950000  
U51008                    inv_x1_sg       sg_338K         6.360000  
U51009                    nand_x1_sg      sg_338K         7.950000  
U51010                    nand_x1_sg      sg_338K         7.950000  
U51011                    nand_x1_sg      sg_338K         7.950000  
U51012                    inv_x1_sg       sg_338K         6.360000  
U51013                    nand_x1_sg      sg_338K         7.950000  
U51014                    nand_x1_sg      sg_338K         7.950000  
U51015                    nand_x1_sg      sg_338K         7.950000  
U51016                    nand_x1_sg      sg_338K         7.950000  
U51017                    inv_x1_sg       sg_338K         6.360000  
U51018                    nand_x1_sg      sg_338K         7.950000  
U51019                    nand_x1_sg      sg_338K         7.950000  
U51020                    nand_x1_sg      sg_338K         7.950000  
U51021                    inv_x1_sg       sg_338K         6.360000  
U51022                    nand_x1_sg      sg_338K         7.950000  
U51023                    nand_x1_sg      sg_338K         7.950000  
U51024                    nand_x1_sg      sg_338K         7.950000  
U51025                    nand_x1_sg      sg_338K         7.950000  
U51026                    nand_x1_sg      sg_338K         7.950000  
U51027                    nand_x1_sg      sg_338K         7.950000  
U51028                    inv_x1_sg       sg_338K         6.360000  
U51029                    nand_x1_sg      sg_338K         7.950000  
U51030                    nand_x1_sg      sg_338K         7.950000  
U51031                    nand_x1_sg      sg_338K         7.950000  
U51032                    nand_x1_sg      sg_338K         7.950000  
U51033                    inv_x1_sg       sg_338K         6.360000  
U51034                    nand_x1_sg      sg_338K         7.950000  
U51035                    nand_x1_sg      sg_338K         7.950000  
U51036                    nand_x1_sg      sg_338K         7.950000  
U51037                    inv_x1_sg       sg_338K         6.360000  
U51038                    nand_x1_sg      sg_338K         7.950000  
U51039                    nand_x1_sg      sg_338K         7.950000  
U51040                    nor_x2_sg       sg_338K         13.356000 
U51041                    nand_x1_sg      sg_338K         7.950000  
U51042                    nand_x1_sg      sg_338K         7.950000  
U51043                    nand_x1_sg      sg_338K         7.950000  
U51044                    inv_x1_sg       sg_338K         6.360000  
U51045                    nand_x1_sg      sg_338K         7.950000  
U51046                    nand_x1_sg      sg_338K         7.950000  
U51047                    nand_x1_sg      sg_338K         7.950000  
U51048                    nand_x1_sg      sg_338K         7.950000  
U51049                    inv_x1_sg       sg_338K         6.360000  
U51050                    nand_x1_sg      sg_338K         7.950000  
U51051                    nand_x1_sg      sg_338K         7.950000  
U51052                    nand_x1_sg      sg_338K         7.950000  
U51053                    inv_x1_sg       sg_338K         6.360000  
U51054                    nand_x1_sg      sg_338K         7.950000  
U51055                    nand_x1_sg      sg_338K         7.950000  
U51056                    nand_x1_sg      sg_338K         7.950000  
U51057                    nand_x1_sg      sg_338K         7.950000  
U51058                    nand_x1_sg      sg_338K         7.950000  
U51059                    nand_x1_sg      sg_338K         7.950000  
U51060                    inv_x1_sg       sg_338K         6.360000  
U51061                    nand_x1_sg      sg_338K         7.950000  
U51062                    nand_x1_sg      sg_338K         7.950000  
U51063                    inv_x1_sg       sg_338K         6.360000  
U51064                    nand_x1_sg      sg_338K         7.950000  
U51065                    nand_x1_sg      sg_338K         7.950000  
U51066                    nand_x1_sg      sg_338K         7.950000  
U51067                    nand_x1_sg      sg_338K         7.950000  
